idx,item,rejection_id,swapped,type,name1,name2,preamble,no,wait,continuation1,continuation2
776,25,3,True,arc,Zachary,Alondra,"The customer, who is reliably clam under pressure, suggested a good cleaning company to Ashley.",No.,"Hang on, hang on.",She is not,She did not
777,25,4,False,arc,Zachary,Alondra,"The customer, who suggested a good cleaning company to Ashley, is reliably clam under pressure.",That's not true.,Wait no.,She did not,She is not
778,25,4,True,arc,Zachary,Alondra,"The customer, who is reliably clam under pressure, suggested a good cleaning company to Ashley.",That's not true.,Wait no.,She is not,She did not
779,25,5,False,arc,Zachary,Alondra,"The customer, who suggested a good cleaning company to Ashley, is reliably clam under pressure.",That's not true.,"Hey, wait a minute.",She did not,She is not
780,25,5,True,arc,Zachary,Alondra,"The customer, who is reliably clam under pressure, suggested a good cleaning company to Ashley.",That's not true.,"Hey, wait a minute.",She is not,She did not
781,25,6,False,arc,Zachary,Alondra,"The customer, who suggested a good cleaning company to Ashley, is reliably clam under pressure.",That's not true.,Hold on.,She did not,She is not
782,25,6,True,arc,Zachary,Alondra,"The customer, who is reliably clam under pressure, suggested a good cleaning company to Ashley.",That's not true.,Hold on.,She is not,She did not
783,25,7,False,arc,Zachary,Alondra,"The customer, who suggested a good cleaning company to Ashley, is reliably clam under pressure.",That's not true.,"Hang on, hang on.",She did not,She is not
784,25,7,True,arc,Zachary,Alondra,"The customer, who is reliably clam under pressure, suggested a good cleaning company to Ashley.",That's not true.,"Hang on, hang on.",She is not,She did not
785,25,8,False,arc,Zachary,Alondra,"The customer, who suggested a good cleaning company to Ashley, is reliably clam under pressure.",I doubt that.,Wait no.,She did not,She is not
786,25,8,True,arc,Zachary,Alondra,"The customer, who is reliably clam under pressure, suggested a good cleaning company to Ashley.",I doubt that.,Wait no.,She is not,She did not
787,25,9,False,arc,Zachary,Alondra,"The customer, who suggested a good cleaning company to Ashley, is reliably clam under pressure.",I doubt that.,"Hey, wait a minute.",She did not,She is not
788,25,9,True,arc,Zachary,Alondra,"The customer, who is reliably clam under pressure, suggested a good cleaning company to Ashley.",I doubt that.,"Hey, wait a minute.",She is not,She did not
789,25,10,False,arc,Zachary,Alondra,"The customer, who suggested a good cleaning company to Ashley, is reliably clam under pressure.",I doubt that.,Hold on.,She did not,She is not
790,25,10,True,arc,Zachary,Alondra,"The customer, who is reliably clam under pressure, suggested a good cleaning company to Ashley.",I doubt that.,Hold on.,She is not,She did not
791,25,11,False,arc,Zachary,Alondra,"The customer, who suggested a good cleaning company to Ashley, is reliably clam under pressure.",I doubt that.,"Hang on, hang on.",She did not,She is not
792,25,11,True,arc,Zachary,Alondra,"The customer, who is reliably clam under pressure, suggested a good cleaning company to Ashley.",I doubt that.,"Hang on, hang on.",She is not,She did not
793,25,12,False,arc,Zachary,Alondra,"The customer, who suggested a good cleaning company to Ashley, is reliably clam under pressure.",I don't think so.,Wait no.,She did not,She is not
794,25,12,True,arc,Zachary,Alondra,"The customer, who is reliably clam under pressure, suggested a good cleaning company to Ashley.",I don't think so.,Wait no.,She is not,She did not
795,25,13,False,arc,Zachary,Alondra,"The customer, who suggested a good cleaning company to Ashley, is reliably clam under pressure.",I don't think so.,"Hey, wait a minute.",She did not,She is not
796,25,13,True,arc,Zachary,Alondra,"The customer, who is reliably clam under pressure, suggested a good cleaning company to Ashley.",I don't think so.,"Hey, wait a minute.",She is not,She did not
797,25,14,False,arc,Zachary,Alondra,"The customer, who suggested a good cleaning company to Ashley, is reliably clam under pressure.",I don't think so.,Hold on.,She did not,She is not
798,25,14,True,arc,Zachary,Alondra,"The customer, who is reliably clam under pressure, suggested a good cleaning company to Ashley.",I don't think so.,Hold on.,She is not,She did not
799,25,15,False,arc,Zachary,Alondra,"The customer, who suggested a good cleaning company to Ashley, is reliably clam under pressure.",I don't think so.,"Hang on, hang on.",She did not,She is not
800,25,15,True,arc,Zachary,Alondra,"The customer, who is reliably clam under pressure, suggested a good cleaning company to Ashley.",I don't think so.,"Hang on, hang on.",She is not,She did not
801,26,0,False,arc,Shawn,Rebecca,"The detective, who opened a new bank account today, is discreet and good at thinking fast.",No.,Wait no.,She did not,She is not
802,26,0,True,arc,Shawn,Rebecca,"The detective, who is discreet and good at thinking fast, opened a new bank account today.",No.,Wait no.,She is not,She did not
803,26,1,False,arc,Shawn,Rebecca,"The detective, who opened a new bank account today, is discreet and good at thinking fast.",No.,"Hey, wait a minute.",She did not,She is not
804,26,1,True,arc,Shawn,Rebecca,"The detective, who is discreet and good at thinking fast, opened a new bank account today.",No.,"Hey, wait a minute.",She is not,She did not
805,26,2,False,arc,Shawn,Rebecca,"The detective, who opened a new bank account today, is discreet and good at thinking fast.",No.,Hold on.,She did not,She is not
806,26,2,True,arc,Shawn,Rebecca,"The detective, who is discreet and good at thinking fast, opened a new bank account today.",No.,Hold on.,She is not,She did not
807,26,3,False,arc,Shawn,Rebecca,"The detective, who opened a new bank account today, is discreet and good at thinking fast.",No.,"Hang on, hang on.",She did not,She is not
808,26,3,True,arc,Shawn,Rebecca,"The detective, who is discreet and good at thinking fast, opened a new bank account today.",No.,"Hang on, hang on.",She is not,She did not
809,26,4,False,arc,Shawn,Rebecca,"The detective, who opened a new bank account today, is discreet and good at thinking fast.",That's not true.,Wait no.,She did not,She is not
810,26,4,True,arc,Shawn,Rebecca,"The detective, who is discreet and good at thinking fast, opened a new bank account today.",That's not true.,Wait no.,She is not,She did not
811,26,5,False,arc,Shawn,Rebecca,"The detective, who opened a new bank account today, is discreet and good at thinking fast.",That's not true.,"Hey, wait a minute.",She did not,She is not
812,26,5,True,arc,Shawn,Rebecca,"The detective, who is discreet and good at thinking fast, opened a new bank account today.",That's not true.,"Hey, wait a minute.",She is not,She did not
813,26,6,False,arc,Shawn,Rebecca,"The detective, who opened a new bank account today, is discreet and good at thinking fast.",That's not true.,Hold on.,She did not,She is not
814,26,6,True,arc,Shawn,Rebecca,"The detective, who is discreet and good at thinking fast, opened a new bank account today.",That's not true.,Hold on.,She is not,She did not
815,26,7,False,arc,Shawn,Rebecca,"The detective, who opened a new bank account today, is discreet and good at thinking fast.",That's not true.,"Hang on, hang on.",She did not,She is not
816,26,7,True,arc,Shawn,Rebecca,"The detective, who is discreet and good at thinking fast, opened a new bank account today.",That's not true.,"Hang on, hang on.",She is not,She did not
817,26,8,False,arc,Shawn,Rebecca,"The detective, who opened a new bank account today, is discreet and good at thinking fast.",I doubt that.,Wait no.,She did not,She is not
818,26,8,True,arc,Shawn,Rebecca,"The detective, who is discreet and good at thinking fast, opened a new bank account today.",I doubt that.,Wait no.,She is not,She did not
819,26,9,False,arc,Shawn,Rebecca,"The detective, who opened a new bank account today, is discreet and good at thinking fast.",I doubt that.,"Hey, wait a minute.",She did not,She is not
820,26,9,True,arc,Shawn,Rebecca,"The detective, who is discreet and good at thinking fast, opened a new bank account today.",I doubt that.,"Hey, wait a minute.",She is not,She did not
821,26,10,False,arc,Shawn,Rebecca,"The detective, who opened a new bank account today, is discreet and good at thinking fast.",I doubt that.,Hold on.,She did not,She is not
822,26,10,True,arc,Shawn,Rebecca,"The detective, who is discreet and good at thinking fast, opened a new bank account today.",I doubt that.,Hold on.,She is not,She did not
823,26,11,False,arc,Shawn,Rebecca,"The detective, who opened a new bank account today, is discreet and good at thinking fast.",I doubt that.,"Hang on, hang on.",She did not,She is not
824,26,11,True,arc,Shawn,Rebecca,"The detective, who is discreet and good at thinking fast, opened a new bank account today.",I doubt that.,"Hang on, hang on.",She is not,She did not
825,26,12,False,arc,Shawn,Rebecca,"The detective, who opened a new bank account today, is discreet and good at thinking fast.",I don't think so.,Wait no.,She did not,She is not
826,26,12,True,arc,Shawn,Rebecca,"The detective, who is discreet and good at thinking fast, opened a new bank account today.",I don't think so.,Wait no.,She is not,She did not
827,26,13,False,arc,Shawn,Rebecca,"The detective, who opened a new bank account today, is discreet and good at thinking fast.",I don't think so.,"Hey, wait a minute.",She did not,She is not
828,26,13,True,arc,Shawn,Rebecca,"The detective, who is discreet and good at thinking fast, opened a new bank account today.",I don't think so.,"Hey, wait a minute.",She is not,She did not
829,26,14,False,arc,Shawn,Rebecca,"The detective, who opened a new bank account today, is discreet and good at thinking fast.",I don't think so.,Hold on.,She did not,She is not
830,26,14,True,arc,Shawn,Rebecca,"The detective, who is discreet and good at thinking fast, opened a new bank account today.",I don't think so.,Hold on.,She is not,She did not
831,26,15,False,arc,Shawn,Rebecca,"The detective, who opened a new bank account today, is discreet and good at thinking fast.",I don't think so.,"Hang on, hang on.",She did not,She is not
832,26,15,True,arc,Shawn,Rebecca,"The detective, who is discreet and good at thinking fast, opened a new bank account today.",I don't think so.,"Hang on, hang on.",She is not,She did not
833,27,0,False,arc,Alejandro,Henry,"The choreographer, who hired a teenager to mow the lawn, is extremely fickle and demanding.",No.,Wait no.,She did not,She is not
834,27,0,True,arc,Alejandro,Henry,"The choreographer, who is extremely fickle and demanding, hired a teenager to mow the lawn.",No.,Wait no.,She is not,She did not
835,27,1,False,arc,Alejandro,Henry,"The choreographer, who hired a teenager to mow the lawn, is extremely fickle and demanding.",No.,"Hey, wait a minute.",She did not,She is not
836,27,1,True,arc,Alejandro,Henry,"The choreographer, who is extremely fickle and demanding, hired a teenager to mow the lawn.",No.,"Hey, wait a minute.",She is not,She did not
837,27,2,False,arc,Alejandro,Henry,"The choreographer, who hired a teenager to mow the lawn, is extremely fickle and demanding.",No.,Hold on.,She did not,She is not
838,27,2,True,arc,Alejandro,Henry,"The choreographer, who is extremely fickle and demanding, hired a teenager to mow the lawn.",No.,Hold on.,She is not,She did not
839,27,3,False,arc,Alejandro,Henry,"The choreographer, who hired a teenager to mow the lawn, is extremely fickle and demanding.",No.,"Hang on, hang on.",She did not,She is not
840,27,3,True,arc,Alejandro,Henry,"The choreographer, who is extremely fickle and demanding, hired a teenager to mow the lawn.",No.,"Hang on, hang on.",She is not,She did not
841,27,4,False,arc,Alejandro,Henry,"The choreographer, who hired a teenager to mow the lawn, is extremely fickle and demanding.",That's not true.,Wait no.,She did not,She is not
842,27,4,True,arc,Alejandro,Henry,"The choreographer, who is extremely fickle and demanding, hired a teenager to mow the lawn.",That's not true.,Wait no.,She is not,She did not
843,27,5,False,arc,Alejandro,Henry,"The choreographer, who hired a teenager to mow the lawn, is extremely fickle and demanding.",That's not true.,"Hey, wait a minute.",She did not,She is not
844,27,5,True,arc,Alejandro,Henry,"The choreographer, who is extremely fickle and demanding, hired a teenager to mow the lawn.",That's not true.,"Hey, wait a minute.",She is not,She did not
845,27,6,False,arc,Alejandro,Henry,"The choreographer, who hired a teenager to mow the lawn, is extremely fickle and demanding.",That's not true.,Hold on.,She did not,She is not
846,27,6,True,arc,Alejandro,Henry,"The choreographer, who is extremely fickle and demanding, hired a teenager to mow the lawn.",That's not true.,Hold on.,She is not,She did not
847,27,7,False,arc,Alejandro,Henry,"The choreographer, who hired a teenager to mow the lawn, is extremely fickle and demanding.",That's not true.,"Hang on, hang on.",She did not,She is not
848,27,7,True,arc,Alejandro,Henry,"The choreographer, who is extremely fickle and demanding, hired a teenager to mow the lawn.",That's not true.,"Hang on, hang on.",She is not,She did not
849,27,8,False,arc,Alejandro,Henry,"The choreographer, who hired a teenager to mow the lawn, is extremely fickle and demanding.",I doubt that.,Wait no.,She did not,She is not
850,27,8,True,arc,Alejandro,Henry,"The choreographer, who is extremely fickle and demanding, hired a teenager to mow the lawn.",I doubt that.,Wait no.,She is not,She did not
851,27,9,False,arc,Alejandro,Henry,"The choreographer, who hired a teenager to mow the lawn, is extremely fickle and demanding.",I doubt that.,"Hey, wait a minute.",She did not,She is not
852,27,9,True,arc,Alejandro,Henry,"The choreographer, who is extremely fickle and demanding, hired a teenager to mow the lawn.",I doubt that.,"Hey, wait a minute.",She is not,She did not
853,27,10,False,arc,Alejandro,Henry,"The choreographer, who hired a teenager to mow the lawn, is extremely fickle and demanding.",I doubt that.,Hold on.,She did not,She is not
854,27,10,True,arc,Alejandro,Henry,"The choreographer, who is extremely fickle and demanding, hired a teenager to mow the lawn.",I doubt that.,Hold on.,She is not,She did not
855,27,11,False,arc,Alejandro,Henry,"The choreographer, who hired a teenager to mow the lawn, is extremely fickle and demanding.",I doubt that.,"Hang on, hang on.",She did not,She is not
856,27,11,True,arc,Alejandro,Henry,"The choreographer, who is extremely fickle and demanding, hired a teenager to mow the lawn.",I doubt that.,"Hang on, hang on.",She is not,She did not
857,27,12,False,arc,Alejandro,Henry,"The choreographer, who hired a teenager to mow the lawn, is extremely fickle and demanding.",I don't think so.,Wait no.,She did not,She is not
858,27,12,True,arc,Alejandro,Henry,"The choreographer, who is extremely fickle and demanding, hired a teenager to mow the lawn.",I don't think so.,Wait no.,She is not,She did not
859,27,13,False,arc,Alejandro,Henry,"The choreographer, who hired a teenager to mow the lawn, is extremely fickle and demanding.",I don't think so.,"Hey, wait a minute.",She did not,She is not
860,27,13,True,arc,Alejandro,Henry,"The choreographer, who is extremely fickle and demanding, hired a teenager to mow the lawn.",I don't think so.,"Hey, wait a minute.",She is not,She did not
861,27,14,False,arc,Alejandro,Henry,"The choreographer, who hired a teenager to mow the lawn, is extremely fickle and demanding.",I don't think so.,Hold on.,She did not,She is not
862,27,14,True,arc,Alejandro,Henry,"The choreographer, who is extremely fickle and demanding, hired a teenager to mow the lawn.",I don't think so.,Hold on.,She is not,She did not
863,27,15,False,arc,Alejandro,Henry,"The choreographer, who hired a teenager to mow the lawn, is extremely fickle and demanding.",I don't think so.,"Hang on, hang on.",She did not,She is not
864,27,15,True,arc,Alejandro,Henry,"The choreographer, who is extremely fickle and demanding, hired a teenager to mow the lawn.",I don't think so.,"Hang on, hang on.",She is not,She did not
865,28,0,False,arc,Joseph,Andres,"The scientist, who got an autograph from a famous book writer, is about to fall asleep.",No.,Wait no.,He did not,He is not
866,28,0,True,arc,Joseph,Andres,"The scientist, who is about to fall asleep, got an autograph from a famous book writer.",No.,Wait no.,He is not,He did not
867,28,1,False,arc,Joseph,Andres,"The scientist, who got an autograph from a famous book writer, is about to fall asleep.",No.,"Hey, wait a minute.",He did not,He is not
868,28,1,True,arc,Joseph,Andres,"The scientist, who is about to fall asleep, got an autograph from a famous book writer.",No.,"Hey, wait a minute.",He is not,He did not
869,28,2,False,arc,Joseph,Andres,"The scientist, who got an autograph from a famous book writer, is about to fall asleep.",No.,Hold on.,He did not,He is not
870,28,2,True,arc,Joseph,Andres,"The scientist, who is about to fall asleep, got an autograph from a famous book writer.",No.,Hold on.,He is not,He did not
871,28,3,False,arc,Joseph,Andres,"The scientist, who got an autograph from a famous book writer, is about to fall asleep.",No.,"Hang on, hang on.",He did not,He is not
872,28,3,True,arc,Joseph,Andres,"The scientist, who is about to fall asleep, got an autograph from a famous book writer.",No.,"Hang on, hang on.",He is not,He did not
873,28,4,False,arc,Joseph,Andres,"The scientist, who got an autograph from a famous book writer, is about to fall asleep.",That's not true.,Wait no.,He did not,He is not
874,28,4,True,arc,Joseph,Andres,"The scientist, who is about to fall asleep, got an autograph from a famous book writer.",That's not true.,Wait no.,He is not,He did not
875,28,5,False,arc,Joseph,Andres,"The scientist, who got an autograph from a famous book writer, is about to fall asleep.",That's not true.,"Hey, wait a minute.",He did not,He is not
876,28,5,True,arc,Joseph,Andres,"The scientist, who is about to fall asleep, got an autograph from a famous book writer.",That's not true.,"Hey, wait a minute.",He is not,He did not
877,28,6,False,arc,Joseph,Andres,"The scientist, who got an autograph from a famous book writer, is about to fall asleep.",That's not true.,Hold on.,He did not,He is not
878,28,6,True,arc,Joseph,Andres,"The scientist, who is about to fall asleep, got an autograph from a famous book writer.",That's not true.,Hold on.,He is not,He did not
879,28,7,False,arc,Joseph,Andres,"The scientist, who got an autograph from a famous book writer, is about to fall asleep.",That's not true.,"Hang on, hang on.",He did not,He is not
880,28,7,True,arc,Joseph,Andres,"The scientist, who is about to fall asleep, got an autograph from a famous book writer.",That's not true.,"Hang on, hang on.",He is not,He did not
881,28,8,False,arc,Joseph,Andres,"The scientist, who got an autograph from a famous book writer, is about to fall asleep.",I doubt that.,Wait no.,He did not,He is not
882,28,8,True,arc,Joseph,Andres,"The scientist, who is about to fall asleep, got an autograph from a famous book writer.",I doubt that.,Wait no.,He is not,He did not
883,28,9,False,arc,Joseph,Andres,"The scientist, who got an autograph from a famous book writer, is about to fall asleep.",I doubt that.,"Hey, wait a minute.",He did not,He is not
884,28,9,True,arc,Joseph,Andres,"The scientist, who is about to fall asleep, got an autograph from a famous book writer.",I doubt that.,"Hey, wait a minute.",He is not,He did not
885,28,10,False,arc,Joseph,Andres,"The scientist, who got an autograph from a famous book writer, is about to fall asleep.",I doubt that.,Hold on.,He did not,He is not
886,28,10,True,arc,Joseph,Andres,"The scientist, who is about to fall asleep, got an autograph from a famous book writer.",I doubt that.,Hold on.,He is not,He did not
887,28,11,False,arc,Joseph,Andres,"The scientist, who got an autograph from a famous book writer, is about to fall asleep.",I doubt that.,"Hang on, hang on.",He did not,He is not
888,28,11,True,arc,Joseph,Andres,"The scientist, who is about to fall asleep, got an autograph from a famous book writer.",I doubt that.,"Hang on, hang on.",He is not,He did not
889,28,12,False,arc,Joseph,Andres,"The scientist, who got an autograph from a famous book writer, is about to fall asleep.",I don't think so.,Wait no.,He did not,He is not
890,28,12,True,arc,Joseph,Andres,"The scientist, who is about to fall asleep, got an autograph from a famous book writer.",I don't think so.,Wait no.,He is not,He did not
891,28,13,False,arc,Joseph,Andres,"The scientist, who got an autograph from a famous book writer, is about to fall asleep.",I don't think so.,"Hey, wait a minute.",He did not,He is not
892,28,13,True,arc,Joseph,Andres,"The scientist, who is about to fall asleep, got an autograph from a famous book writer.",I don't think so.,"Hey, wait a minute.",He is not,He did not
893,28,14,False,arc,Joseph,Andres,"The scientist, who got an autograph from a famous book writer, is about to fall asleep.",I don't think so.,Hold on.,He did not,He is not
894,28,14,True,arc,Joseph,Andres,"The scientist, who is about to fall asleep, got an autograph from a famous book writer.",I don't think so.,Hold on.,He is not,He did not
895,28,15,False,arc,Joseph,Andres,"The scientist, who got an autograph from a famous book writer, is about to fall asleep.",I don't think so.,"Hang on, hang on.",He did not,He is not
896,28,15,True,arc,Joseph,Andres,"The scientist, who is about to fall asleep, got an autograph from a famous book writer.",I don't think so.,"Hang on, hang on.",He is not,He did not
897,29,0,False,arc,Kathryn,Benjamin,"The psychologist, who used to get high grades in high school, is eccentric and difficult to control.",No.,Wait no.,She did not,She is not
898,29,0,True,arc,Kathryn,Benjamin,"The psychologist, who is eccentric and difficult to control, used to get high grades in high school.",No.,Wait no.,She is not,She did not
899,29,1,False,arc,Kathryn,Benjamin,"The psychologist, who used to get high grades in high school, is eccentric and difficult to control.",No.,"Hey, wait a minute.",She did not,She is not
900,29,1,True,arc,Kathryn,Benjamin,"The psychologist, who is eccentric and difficult to control, used to get high grades in high school.",No.,"Hey, wait a minute.",She is not,She did not
901,29,2,False,arc,Kathryn,Benjamin,"The psychologist, who used to get high grades in high school, is eccentric and difficult to control.",No.,Hold on.,She did not,She is not
902,29,2,True,arc,Kathryn,Benjamin,"The psychologist, who is eccentric and difficult to control, used to get high grades in high school.",No.,Hold on.,She is not,She did not
903,29,3,False,arc,Kathryn,Benjamin,"The psychologist, who used to get high grades in high school, is eccentric and difficult to control.",No.,"Hang on, hang on.",She did not,She is not
904,29,3,True,arc,Kathryn,Benjamin,"The psychologist, who is eccentric and difficult to control, used to get high grades in high school.",No.,"Hang on, hang on.",She is not,She did not
905,29,4,False,arc,Kathryn,Benjamin,"The psychologist, who used to get high grades in high school, is eccentric and difficult to control.",That's not true.,Wait no.,She did not,She is not
906,29,4,True,arc,Kathryn,Benjamin,"The psychologist, who is eccentric and difficult to control, used to get high grades in high school.",That's not true.,Wait no.,She is not,She did not
907,29,5,False,arc,Kathryn,Benjamin,"The psychologist, who used to get high grades in high school, is eccentric and difficult to control.",That's not true.,"Hey, wait a minute.",She did not,She is not
908,29,5,True,arc,Kathryn,Benjamin,"The psychologist, who is eccentric and difficult to control, used to get high grades in high school.",That's not true.,"Hey, wait a minute.",She is not,She did not
909,29,6,False,arc,Kathryn,Benjamin,"The psychologist, who used to get high grades in high school, is eccentric and difficult to control.",That's not true.,Hold on.,She did not,She is not
910,29,6,True,arc,Kathryn,Benjamin,"The psychologist, who is eccentric and difficult to control, used to get high grades in high school.",That's not true.,Hold on.,She is not,She did not
911,29,7,False,arc,Kathryn,Benjamin,"The psychologist, who used to get high grades in high school, is eccentric and difficult to control.",That's not true.,"Hang on, hang on.",She did not,She is not
912,29,7,True,arc,Kathryn,Benjamin,"The psychologist, who is eccentric and difficult to control, used to get high grades in high school.",That's not true.,"Hang on, hang on.",She is not,She did not
913,29,8,False,arc,Kathryn,Benjamin,"The psychologist, who used to get high grades in high school, is eccentric and difficult to control.",I doubt that.,Wait no.,She did not,She is not
914,29,8,True,arc,Kathryn,Benjamin,"The psychologist, who is eccentric and difficult to control, used to get high grades in high school.",I doubt that.,Wait no.,She is not,She did not
915,29,9,False,arc,Kathryn,Benjamin,"The psychologist, who used to get high grades in high school, is eccentric and difficult to control.",I doubt that.,"Hey, wait a minute.",She did not,She is not
916,29,9,True,arc,Kathryn,Benjamin,"The psychologist, who is eccentric and difficult to control, used to get high grades in high school.",I doubt that.,"Hey, wait a minute.",She is not,She did not
917,29,10,False,arc,Kathryn,Benjamin,"The psychologist, who used to get high grades in high school, is eccentric and difficult to control.",I doubt that.,Hold on.,She did not,She is not
918,29,10,True,arc,Kathryn,Benjamin,"The psychologist, who is eccentric and difficult to control, used to get high grades in high school.",I doubt that.,Hold on.,She is not,She did not
919,29,11,False,arc,Kathryn,Benjamin,"The psychologist, who used to get high grades in high school, is eccentric and difficult to control.",I doubt that.,"Hang on, hang on.",She did not,She is not
920,29,11,True,arc,Kathryn,Benjamin,"The psychologist, who is eccentric and difficult to control, used to get high grades in high school.",I doubt that.,"Hang on, hang on.",She is not,She did not
921,29,12,False,arc,Kathryn,Benjamin,"The psychologist, who used to get high grades in high school, is eccentric and difficult to control.",I don't think so.,Wait no.,She did not,She is not
922,29,12,True,arc,Kathryn,Benjamin,"The psychologist, who is eccentric and difficult to control, used to get high grades in high school.",I don't think so.,Wait no.,She is not,She did not
923,29,13,False,arc,Kathryn,Benjamin,"The psychologist, who used to get high grades in high school, is eccentric and difficult to control.",I don't think so.,"Hey, wait a minute.",She did not,She is not
924,29,13,True,arc,Kathryn,Benjamin,"The psychologist, who is eccentric and difficult to control, used to get high grades in high school.",I don't think so.,"Hey, wait a minute.",She is not,She did not
925,29,14,False,arc,Kathryn,Benjamin,"The psychologist, who used to get high grades in high school, is eccentric and difficult to control.",I don't think so.,Hold on.,She did not,She is not
926,29,14,True,arc,Kathryn,Benjamin,"The psychologist, who is eccentric and difficult to control, used to get high grades in high school.",I don't think so.,Hold on.,She is not,She did not
927,29,15,False,arc,Kathryn,Benjamin,"The psychologist, who used to get high grades in high school, is eccentric and difficult to control.",I don't think so.,"Hang on, hang on.",She did not,She is not
928,29,15,True,arc,Kathryn,Benjamin,"The psychologist, who is eccentric and difficult to control, used to get high grades in high school.",I don't think so.,"Hang on, hang on.",She is not,She did not
929,30,0,False,arc,Allison,Lindsay,"The programmer, who used to drink three cups of coffee every day, is about to fall asleep.",No.,Wait no.,She did not,She is not
930,30,0,True,arc,Allison,Lindsay,"The programmer, who is about to fall asleep, used to drink three cups of coffee every day.",No.,Wait no.,She is not,She did not
931,30,1,False,arc,Allison,Lindsay,"The programmer, who used to drink three cups of coffee every day, is about to fall asleep.",No.,"Hey, wait a minute.",She did not,She is not
932,30,1,True,arc,Allison,Lindsay,"The programmer, who is about to fall asleep, used to drink three cups of coffee every day.",No.,"Hey, wait a minute.",She is not,She did not
933,30,2,False,arc,Allison,Lindsay,"The programmer, who used to drink three cups of coffee every day, is about to fall asleep.",No.,Hold on.,She did not,She is not
934,30,2,True,arc,Allison,Lindsay,"The programmer, who is about to fall asleep, used to drink three cups of coffee every day.",No.,Hold on.,She is not,She did not
935,30,3,False,arc,Allison,Lindsay,"The programmer, who used to drink three cups of coffee every day, is about to fall asleep.",No.,"Hang on, hang on.",She did not,She is not
936,30,3,True,arc,Allison,Lindsay,"The programmer, who is about to fall asleep, used to drink three cups of coffee every day.",No.,"Hang on, hang on.",She is not,She did not
937,30,4,False,arc,Allison,Lindsay,"The programmer, who used to drink three cups of coffee every day, is about to fall asleep.",That's not true.,Wait no.,She did not,She is not
938,30,4,True,arc,Allison,Lindsay,"The programmer, who is about to fall asleep, used to drink three cups of coffee every day.",That's not true.,Wait no.,She is not,She did not
939,30,5,False,arc,Allison,Lindsay,"The programmer, who used to drink three cups of coffee every day, is about to fall asleep.",That's not true.,"Hey, wait a minute.",She did not,She is not
940,30,5,True,arc,Allison,Lindsay,"The programmer, who is about to fall asleep, used to drink three cups of coffee every day.",That's not true.,"Hey, wait a minute.",She is not,She did not
941,30,6,False,arc,Allison,Lindsay,"The programmer, who used to drink three cups of coffee every day, is about to fall asleep.",That's not true.,Hold on.,She did not,She is not
942,30,6,True,arc,Allison,Lindsay,"The programmer, who is about to fall asleep, used to drink three cups of coffee every day.",That's not true.,Hold on.,She is not,She did not
943,30,7,False,arc,Allison,Lindsay,"The programmer, who used to drink three cups of coffee every day, is about to fall asleep.",That's not true.,"Hang on, hang on.",She did not,She is not
944,30,7,True,arc,Allison,Lindsay,"The programmer, who is about to fall asleep, used to drink three cups of coffee every day.",That's not true.,"Hang on, hang on.",She is not,She did not
945,30,8,False,arc,Allison,Lindsay,"The programmer, who used to drink three cups of coffee every day, is about to fall asleep.",I doubt that.,Wait no.,She did not,She is not
946,30,8,True,arc,Allison,Lindsay,"The programmer, who is about to fall asleep, used to drink three cups of coffee every day.",I doubt that.,Wait no.,She is not,She did not
947,30,9,False,arc,Allison,Lindsay,"The programmer, who used to drink three cups of coffee every day, is about to fall asleep.",I doubt that.,"Hey, wait a minute.",She did not,She is not
948,30,9,True,arc,Allison,Lindsay,"The programmer, who is about to fall asleep, used to drink three cups of coffee every day.",I doubt that.,"Hey, wait a minute.",She is not,She did not
949,30,10,False,arc,Allison,Lindsay,"The programmer, who used to drink three cups of coffee every day, is about to fall asleep.",I doubt that.,Hold on.,She did not,She is not
950,30,10,True,arc,Allison,Lindsay,"The programmer, who is about to fall asleep, used to drink three cups of coffee every day.",I doubt that.,Hold on.,She is not,She did not
951,30,11,False,arc,Allison,Lindsay,"The programmer, who used to drink three cups of coffee every day, is about to fall asleep.",I doubt that.,"Hang on, hang on.",She did not,She is not
952,30,11,True,arc,Allison,Lindsay,"The programmer, who is about to fall asleep, used to drink three cups of coffee every day.",I doubt that.,"Hang on, hang on.",She is not,She did not
953,30,12,False,arc,Allison,Lindsay,"The programmer, who used to drink three cups of coffee every day, is about to fall asleep.",I don't think so.,Wait no.,She did not,She is not
954,30,12,True,arc,Allison,Lindsay,"The programmer, who is about to fall asleep, used to drink three cups of coffee every day.",I don't think so.,Wait no.,She is not,She did not
955,30,13,False,arc,Allison,Lindsay,"The programmer, who used to drink three cups of coffee every day, is about to fall asleep.",I don't think so.,"Hey, wait a minute.",She did not,She is not
956,30,13,True,arc,Allison,Lindsay,"The programmer, who is about to fall asleep, used to drink three cups of coffee every day.",I don't think so.,"Hey, wait a minute.",She is not,She did not
957,30,14,False,arc,Allison,Lindsay,"The programmer, who used to drink three cups of coffee every day, is about to fall asleep.",I don't think so.,Hold on.,She did not,She is not
958,30,14,True,arc,Allison,Lindsay,"The programmer, who is about to fall asleep, used to drink three cups of coffee every day.",I don't think so.,Hold on.,She is not,She did not
959,30,15,False,arc,Allison,Lindsay,"The programmer, who used to drink three cups of coffee every day, is about to fall asleep.",I don't think so.,"Hang on, hang on.",She did not,She is not
