idx,item,rejection_id,swapped,type,name1,name2,preamble,no,wait,continuation1,continuation2
379,22,0,False,coord,Makayla,Victor,The industrialist opened a new bank account today and is wearing a wedding ring.,No.,Wait no.,He did not.,He is not.
380,22,0,True,coord,Makayla,Victor,The industrialist is wearing a wedding ring and opened a new bank account today.,No.,Wait no.,He is not.,He did not.
381,22,1,False,coord,Makayla,Victor,The industrialist opened a new bank account today and is wearing a wedding ring.,No.,"Hey, wait a minute.",He did not.,He is not.
382,22,1,True,coord,Makayla,Victor,The industrialist is wearing a wedding ring and opened a new bank account today.,No.,"Hey, wait a minute.",He is not.,He did not.
383,22,2,False,coord,Makayla,Victor,The industrialist opened a new bank account today and is wearing a wedding ring.,No.,Hang on a minute.,He did not.,He is not.
384,22,2,True,coord,Makayla,Victor,The industrialist is wearing a wedding ring and opened a new bank account today.,No.,Hang on a minute.,He is not.,He did not.
385,22,3,False,coord,Makayla,Victor,The industrialist opened a new bank account today and is wearing a wedding ring.,That's not true.,Wait no.,He did not.,He is not.
386,22,3,True,coord,Makayla,Victor,The industrialist is wearing a wedding ring and opened a new bank account today.,That's not true.,Wait no.,He is not.,He did not.
387,22,4,False,coord,Makayla,Victor,The industrialist opened a new bank account today and is wearing a wedding ring.,That's not true.,"Hey, wait a minute.",He did not.,He is not.
388,22,4,True,coord,Makayla,Victor,The industrialist is wearing a wedding ring and opened a new bank account today.,That's not true.,"Hey, wait a minute.",He is not.,He did not.
389,22,5,False,coord,Makayla,Victor,The industrialist opened a new bank account today and is wearing a wedding ring.,That's not true.,Hang on a minute.,He did not.,He is not.
390,22,5,True,coord,Makayla,Victor,The industrialist is wearing a wedding ring and opened a new bank account today.,That's not true.,Hang on a minute.,He is not.,He did not.
391,22,6,False,coord,Makayla,Victor,The industrialist opened a new bank account today and is wearing a wedding ring.,Nope.,Wait no.,He did not.,He is not.
392,22,6,True,coord,Makayla,Victor,The industrialist is wearing a wedding ring and opened a new bank account today.,Nope.,Wait no.,He is not.,He did not.
393,22,7,False,coord,Makayla,Victor,The industrialist opened a new bank account today and is wearing a wedding ring.,Nope.,"Hey, wait a minute.",He did not.,He is not.
394,22,7,True,coord,Makayla,Victor,The industrialist is wearing a wedding ring and opened a new bank account today.,Nope.,"Hey, wait a minute.",He is not.,He did not.
395,22,8,False,coord,Makayla,Victor,The industrialist opened a new bank account today and is wearing a wedding ring.,Nope.,Hang on a minute.,He did not.,He is not.
396,22,8,True,coord,Makayla,Victor,The industrialist is wearing a wedding ring and opened a new bank account today.,Nope.,Hang on a minute.,He is not.,He did not.
397,23,0,False,coord,Sean,Nathan,The publicist met the Illinois governor at a Greek restaurant and is extremely fickle and demanding.,No.,Wait no.,She did not.,She is not.
398,23,0,True,coord,Sean,Nathan,The publicist is extremely fickle and demanding and met the Illinois governor at a Greek restaurant.,No.,Wait no.,She is not.,She did not.
399,23,1,False,coord,Sean,Nathan,The publicist met the Illinois governor at a Greek restaurant and is extremely fickle and demanding.,No.,"Hey, wait a minute.",She did not.,She is not.
400,23,1,True,coord,Sean,Nathan,The publicist is extremely fickle and demanding and met the Illinois governor at a Greek restaurant.,No.,"Hey, wait a minute.",She is not.,She did not.
401,23,2,False,coord,Sean,Nathan,The publicist met the Illinois governor at a Greek restaurant and is extremely fickle and demanding.,No.,Hang on a minute.,She did not.,She is not.
402,23,2,True,coord,Sean,Nathan,The publicist is extremely fickle and demanding and met the Illinois governor at a Greek restaurant.,No.,Hang on a minute.,She is not.,She did not.
403,23,3,False,coord,Sean,Nathan,The publicist met the Illinois governor at a Greek restaurant and is extremely fickle and demanding.,That's not true.,Wait no.,She did not.,She is not.
404,23,3,True,coord,Sean,Nathan,The publicist is extremely fickle and demanding and met the Illinois governor at a Greek restaurant.,That's not true.,Wait no.,She is not.,She did not.
405,23,4,False,coord,Sean,Nathan,The publicist met the Illinois governor at a Greek restaurant and is extremely fickle and demanding.,That's not true.,"Hey, wait a minute.",She did not.,She is not.
406,23,4,True,coord,Sean,Nathan,The publicist is extremely fickle and demanding and met the Illinois governor at a Greek restaurant.,That's not true.,"Hey, wait a minute.",She is not.,She did not.
407,23,5,False,coord,Sean,Nathan,The publicist met the Illinois governor at a Greek restaurant and is extremely fickle and demanding.,That's not true.,Hang on a minute.,She did not.,She is not.
408,23,5,True,coord,Sean,Nathan,The publicist is extremely fickle and demanding and met the Illinois governor at a Greek restaurant.,That's not true.,Hang on a minute.,She is not.,She did not.
409,23,6,False,coord,Sean,Nathan,The publicist met the Illinois governor at a Greek restaurant and is extremely fickle and demanding.,Nope.,Wait no.,She did not.,She is not.
410,23,6,True,coord,Sean,Nathan,The publicist is extremely fickle and demanding and met the Illinois governor at a Greek restaurant.,Nope.,Wait no.,She is not.,She did not.
411,23,7,False,coord,Sean,Nathan,The publicist met the Illinois governor at a Greek restaurant and is extremely fickle and demanding.,Nope.,"Hey, wait a minute.",She did not.,She is not.
412,23,7,True,coord,Sean,Nathan,The publicist is extremely fickle and demanding and met the Illinois governor at a Greek restaurant.,Nope.,"Hey, wait a minute.",She is not.,She did not.
413,23,8,False,coord,Sean,Nathan,The publicist met the Illinois governor at a Greek restaurant and is extremely fickle and demanding.,Nope.,Hang on a minute.,She did not.,She is not.
414,23,8,True,coord,Sean,Nathan,The publicist is extremely fickle and demanding and met the Illinois governor at a Greek restaurant.,Nope.,Hang on a minute.,She is not.,She did not.
415,24,0,False,coord,Trenton,Nicholas,The soccer player hired a teenager to mow the lawn and is sitting on the blue couch.,No.,Wait no.,He did not.,He is not.
416,24,0,True,coord,Trenton,Nicholas,The soccer player is sitting on the blue couch and hired a teenager to mow the lawn.,No.,Wait no.,He is not.,He did not.
417,24,1,False,coord,Trenton,Nicholas,The soccer player hired a teenager to mow the lawn and is sitting on the blue couch.,No.,"Hey, wait a minute.",He did not.,He is not.
418,24,1,True,coord,Trenton,Nicholas,The soccer player is sitting on the blue couch and hired a teenager to mow the lawn.,No.,"Hey, wait a minute.",He is not.,He did not.
419,24,2,False,coord,Trenton,Nicholas,The soccer player hired a teenager to mow the lawn and is sitting on the blue couch.,No.,Hang on a minute.,He did not.,He is not.
420,24,2,True,coord,Trenton,Nicholas,The soccer player is sitting on the blue couch and hired a teenager to mow the lawn.,No.,Hang on a minute.,He is not.,He did not.
421,24,3,False,coord,Trenton,Nicholas,The soccer player hired a teenager to mow the lawn and is sitting on the blue couch.,That's not true.,Wait no.,He did not.,He is not.
422,24,3,True,coord,Trenton,Nicholas,The soccer player is sitting on the blue couch and hired a teenager to mow the lawn.,That's not true.,Wait no.,He is not.,He did not.
423,24,4,False,coord,Trenton,Nicholas,The soccer player hired a teenager to mow the lawn and is sitting on the blue couch.,That's not true.,"Hey, wait a minute.",He did not.,He is not.
424,24,4,True,coord,Trenton,Nicholas,The soccer player is sitting on the blue couch and hired a teenager to mow the lawn.,That's not true.,"Hey, wait a minute.",He is not.,He did not.
425,24,5,False,coord,Trenton,Nicholas,The soccer player hired a teenager to mow the lawn and is sitting on the blue couch.,That's not true.,Hang on a minute.,He did not.,He is not.
426,24,5,True,coord,Trenton,Nicholas,The soccer player is sitting on the blue couch and hired a teenager to mow the lawn.,That's not true.,Hang on a minute.,He is not.,He did not.
427,24,6,False,coord,Trenton,Nicholas,The soccer player hired a teenager to mow the lawn and is sitting on the blue couch.,Nope.,Wait no.,He did not.,He is not.
428,24,6,True,coord,Trenton,Nicholas,The soccer player is sitting on the blue couch and hired a teenager to mow the lawn.,Nope.,Wait no.,He is not.,He did not.
429,24,7,False,coord,Trenton,Nicholas,The soccer player hired a teenager to mow the lawn and is sitting on the blue couch.,Nope.,"Hey, wait a minute.",He did not.,He is not.
430,24,7,True,coord,Trenton,Nicholas,The soccer player is sitting on the blue couch and hired a teenager to mow the lawn.,Nope.,"Hey, wait a minute.",He is not.,He did not.
431,24,8,False,coord,Trenton,Nicholas,The soccer player hired a teenager to mow the lawn and is sitting on the blue couch.,Nope.,Hang on a minute.,He did not.,He is not.
432,24,8,True,coord,Trenton,Nicholas,The soccer player is sitting on the blue couch and hired a teenager to mow the lawn.,Nope.,Hang on a minute.,He is not.,He did not.
433,25,0,False,coord,Zachary,Alondra,The customer suggested a good cleaning company to Ashley and is reliably clam under pressure.,No.,Wait no.,She did not.,She is not.
434,25,0,True,coord,Zachary,Alondra,The customer is reliably clam under pressure and suggested a good cleaning company to Ashley.,No.,Wait no.,She is not.,She did not.
435,25,1,False,coord,Zachary,Alondra,The customer suggested a good cleaning company to Ashley and is reliably clam under pressure.,No.,"Hey, wait a minute.",She did not.,She is not.
436,25,1,True,coord,Zachary,Alondra,The customer is reliably clam under pressure and suggested a good cleaning company to Ashley.,No.,"Hey, wait a minute.",She is not.,She did not.
437,25,2,False,coord,Zachary,Alondra,The customer suggested a good cleaning company to Ashley and is reliably clam under pressure.,No.,Hang on a minute.,She did not.,She is not.
438,25,2,True,coord,Zachary,Alondra,The customer is reliably clam under pressure and suggested a good cleaning company to Ashley.,No.,Hang on a minute.,She is not.,She did not.
439,25,3,False,coord,Zachary,Alondra,The customer suggested a good cleaning company to Ashley and is reliably clam under pressure.,That's not true.,Wait no.,She did not.,She is not.
440,25,3,True,coord,Zachary,Alondra,The customer is reliably clam under pressure and suggested a good cleaning company to Ashley.,That's not true.,Wait no.,She is not.,She did not.
441,25,4,False,coord,Zachary,Alondra,The customer suggested a good cleaning company to Ashley and is reliably clam under pressure.,That's not true.,"Hey, wait a minute.",She did not.,She is not.
442,25,4,True,coord,Zachary,Alondra,The customer is reliably clam under pressure and suggested a good cleaning company to Ashley.,That's not true.,"Hey, wait a minute.",She is not.,She did not.
443,25,5,False,coord,Zachary,Alondra,The customer suggested a good cleaning company to Ashley and is reliably clam under pressure.,That's not true.,Hang on a minute.,She did not.,She is not.
444,25,5,True,coord,Zachary,Alondra,The customer is reliably clam under pressure and suggested a good cleaning company to Ashley.,That's not true.,Hang on a minute.,She is not.,She did not.
445,25,6,False,coord,Zachary,Alondra,The customer suggested a good cleaning company to Ashley and is reliably clam under pressure.,Nope.,Wait no.,She did not.,She is not.
446,25,6,True,coord,Zachary,Alondra,The customer is reliably clam under pressure and suggested a good cleaning company to Ashley.,Nope.,Wait no.,She is not.,She did not.
447,25,7,False,coord,Zachary,Alondra,The customer suggested a good cleaning company to Ashley and is reliably clam under pressure.,Nope.,"Hey, wait a minute.",She did not.,She is not.
448,25,7,True,coord,Zachary,Alondra,The customer is reliably clam under pressure and suggested a good cleaning company to Ashley.,Nope.,"Hey, wait a minute.",She is not.,She did not.
449,25,8,False,coord,Zachary,Alondra,The customer suggested a good cleaning company to Ashley and is reliably clam under pressure.,Nope.,Hang on a minute.,She did not.,She is not.
450,25,8,True,coord,Zachary,Alondra,The customer is reliably clam under pressure and suggested a good cleaning company to Ashley.,Nope.,Hang on a minute.,She is not.,She did not.
451,26,0,False,coord,Shawn,Rebecca,The detective opened a new bank account today and is discreet and good at thinking fast.,No.,Wait no.,She did not.,She is not.
452,26,0,True,coord,Shawn,Rebecca,The detective is discreet and good at thinking fast and opened a new bank account today.,No.,Wait no.,She is not.,She did not.
453,26,1,False,coord,Shawn,Rebecca,The detective opened a new bank account today and is discreet and good at thinking fast.,No.,"Hey, wait a minute.",She did not.,She is not.
454,26,1,True,coord,Shawn,Rebecca,The detective is discreet and good at thinking fast and opened a new bank account today.,No.,"Hey, wait a minute.",She is not.,She did not.
455,26,2,False,coord,Shawn,Rebecca,The detective opened a new bank account today and is discreet and good at thinking fast.,No.,Hang on a minute.,She did not.,She is not.
456,26,2,True,coord,Shawn,Rebecca,The detective is discreet and good at thinking fast and opened a new bank account today.,No.,Hang on a minute.,She is not.,She did not.
457,26,3,False,coord,Shawn,Rebecca,The detective opened a new bank account today and is discreet and good at thinking fast.,That's not true.,Wait no.,She did not.,She is not.
458,26,3,True,coord,Shawn,Rebecca,The detective is discreet and good at thinking fast and opened a new bank account today.,That's not true.,Wait no.,She is not.,She did not.
459,26,4,False,coord,Shawn,Rebecca,The detective opened a new bank account today and is discreet and good at thinking fast.,That's not true.,"Hey, wait a minute.",She did not.,She is not.
460,26,4,True,coord,Shawn,Rebecca,The detective is discreet and good at thinking fast and opened a new bank account today.,That's not true.,"Hey, wait a minute.",She is not.,She did not.
461,26,5,False,coord,Shawn,Rebecca,The detective opened a new bank account today and is discreet and good at thinking fast.,That's not true.,Hang on a minute.,She did not.,She is not.
462,26,5,True,coord,Shawn,Rebecca,The detective is discreet and good at thinking fast and opened a new bank account today.,That's not true.,Hang on a minute.,She is not.,She did not.
463,26,6,False,coord,Shawn,Rebecca,The detective opened a new bank account today and is discreet and good at thinking fast.,Nope.,Wait no.,She did not.,She is not.
464,26,6,True,coord,Shawn,Rebecca,The detective is discreet and good at thinking fast and opened a new bank account today.,Nope.,Wait no.,She is not.,She did not.
465,26,7,False,coord,Shawn,Rebecca,The detective opened a new bank account today and is discreet and good at thinking fast.,Nope.,"Hey, wait a minute.",She did not.,She is not.
466,26,7,True,coord,Shawn,Rebecca,The detective is discreet and good at thinking fast and opened a new bank account today.,Nope.,"Hey, wait a minute.",She is not.,She did not.
467,26,8,False,coord,Shawn,Rebecca,The detective opened a new bank account today and is discreet and good at thinking fast.,Nope.,Hang on a minute.,She did not.,She is not.
468,26,8,True,coord,Shawn,Rebecca,The detective is discreet and good at thinking fast and opened a new bank account today.,Nope.,Hang on a minute.,She is not.,She did not.
469,27,0,False,coord,Alejandro,Henry,The choreographer hired a teenager to mow the lawn and is extremely fickle and demanding.,No.,Wait no.,She did not.,She is not.
470,27,0,True,coord,Alejandro,Henry,The choreographer is extremely fickle and demanding and hired a teenager to mow the lawn.,No.,Wait no.,She is not.,She did not.
471,27,1,False,coord,Alejandro,Henry,The choreographer hired a teenager to mow the lawn and is extremely fickle and demanding.,No.,"Hey, wait a minute.",She did not.,She is not.
472,27,1,True,coord,Alejandro,Henry,The choreographer is extremely fickle and demanding and hired a teenager to mow the lawn.,No.,"Hey, wait a minute.",She is not.,She did not.
473,27,2,False,coord,Alejandro,Henry,The choreographer hired a teenager to mow the lawn and is extremely fickle and demanding.,No.,Hang on a minute.,She did not.,She is not.
474,27,2,True,coord,Alejandro,Henry,The choreographer is extremely fickle and demanding and hired a teenager to mow the lawn.,No.,Hang on a minute.,She is not.,She did not.
475,27,3,False,coord,Alejandro,Henry,The choreographer hired a teenager to mow the lawn and is extremely fickle and demanding.,That's not true.,Wait no.,She did not.,She is not.
476,27,3,True,coord,Alejandro,Henry,The choreographer is extremely fickle and demanding and hired a teenager to mow the lawn.,That's not true.,Wait no.,She is not.,She did not.
477,27,4,False,coord,Alejandro,Henry,The choreographer hired a teenager to mow the lawn and is extremely fickle and demanding.,That's not true.,"Hey, wait a minute.",She did not.,She is not.
478,27,4,True,coord,Alejandro,Henry,The choreographer is extremely fickle and demanding and hired a teenager to mow the lawn.,That's not true.,"Hey, wait a minute.",She is not.,She did not.
479,27,5,False,coord,Alejandro,Henry,The choreographer hired a teenager to mow the lawn and is extremely fickle and demanding.,That's not true.,Hang on a minute.,She did not.,She is not.
480,27,5,True,coord,Alejandro,Henry,The choreographer is extremely fickle and demanding and hired a teenager to mow the lawn.,That's not true.,Hang on a minute.,She is not.,She did not.
481,27,6,False,coord,Alejandro,Henry,The choreographer hired a teenager to mow the lawn and is extremely fickle and demanding.,Nope.,Wait no.,She did not.,She is not.
482,27,6,True,coord,Alejandro,Henry,The choreographer is extremely fickle and demanding and hired a teenager to mow the lawn.,Nope.,Wait no.,She is not.,She did not.
483,27,7,False,coord,Alejandro,Henry,The choreographer hired a teenager to mow the lawn and is extremely fickle and demanding.,Nope.,"Hey, wait a minute.",She did not.,She is not.
484,27,7,True,coord,Alejandro,Henry,The choreographer is extremely fickle and demanding and hired a teenager to mow the lawn.,Nope.,"Hey, wait a minute.",She is not.,She did not.
485,27,8,False,coord,Alejandro,Henry,The choreographer hired a teenager to mow the lawn and is extremely fickle and demanding.,Nope.,Hang on a minute.,She did not.,She is not.
486,27,8,True,coord,Alejandro,Henry,The choreographer is extremely fickle and demanding and hired a teenager to mow the lawn.,Nope.,Hang on a minute.,She is not.,She did not.
487,28,0,False,coord,Joseph,Andres,The scientist got an autograph from a famous book writer and is about to fall asleep.,No.,Wait no.,He did not.,He is not.
488,28,0,True,coord,Joseph,Andres,The scientist is about to fall asleep and got an autograph from a famous book writer.,No.,Wait no.,He is not.,He did not.
489,28,1,False,coord,Joseph,Andres,The scientist got an autograph from a famous book writer and is about to fall asleep.,No.,"Hey, wait a minute.",He did not.,He is not.
490,28,1,True,coord,Joseph,Andres,The scientist is about to fall asleep and got an autograph from a famous book writer.,No.,"Hey, wait a minute.",He is not.,He did not.
491,28,2,False,coord,Joseph,Andres,The scientist got an autograph from a famous book writer and is about to fall asleep.,No.,Hang on a minute.,He did not.,He is not.
492,28,2,True,coord,Joseph,Andres,The scientist is about to fall asleep and got an autograph from a famous book writer.,No.,Hang on a minute.,He is not.,He did not.
493,28,3,False,coord,Joseph,Andres,The scientist got an autograph from a famous book writer and is about to fall asleep.,That's not true.,Wait no.,He did not.,He is not.
494,28,3,True,coord,Joseph,Andres,The scientist is about to fall asleep and got an autograph from a famous book writer.,That's not true.,Wait no.,He is not.,He did not.
495,28,4,False,coord,Joseph,Andres,The scientist got an autograph from a famous book writer and is about to fall asleep.,That's not true.,"Hey, wait a minute.",He did not.,He is not.
496,28,4,True,coord,Joseph,Andres,The scientist is about to fall asleep and got an autograph from a famous book writer.,That's not true.,"Hey, wait a minute.",He is not.,He did not.
497,28,5,False,coord,Joseph,Andres,The scientist got an autograph from a famous book writer and is about to fall asleep.,That's not true.,Hang on a minute.,He did not.,He is not.
498,28,5,True,coord,Joseph,Andres,The scientist is about to fall asleep and got an autograph from a famous book writer.,That's not true.,Hang on a minute.,He is not.,He did not.
499,28,6,False,coord,Joseph,Andres,The scientist got an autograph from a famous book writer and is about to fall asleep.,Nope.,Wait no.,He did not.,He is not.
500,28,6,True,coord,Joseph,Andres,The scientist is about to fall asleep and got an autograph from a famous book writer.,Nope.,Wait no.,He is not.,He did not.
501,28,7,False,coord,Joseph,Andres,The scientist got an autograph from a famous book writer and is about to fall asleep.,Nope.,"Hey, wait a minute.",He did not.,He is not.
502,28,7,True,coord,Joseph,Andres,The scientist is about to fall asleep and got an autograph from a famous book writer.,Nope.,"Hey, wait a minute.",He is not.,He did not.
503,28,8,False,coord,Joseph,Andres,The scientist got an autograph from a famous book writer and is about to fall asleep.,Nope.,Hang on a minute.,He did not.,He is not.
504,28,8,True,coord,Joseph,Andres,The scientist is about to fall asleep and got an autograph from a famous book writer.,Nope.,Hang on a minute.,He is not.,He did not.
505,29,0,False,coord,Kathryn,Benjamin,The psychologist used to get high grades in high school and is eccentric and difficult to control.,No.,Wait no.,She did not.,She is not.
506,29,0,True,coord,Kathryn,Benjamin,The psychologist is eccentric and difficult to control and used to get high grades in high school.,No.,Wait no.,She is not.,She did not.
507,29,1,False,coord,Kathryn,Benjamin,The psychologist used to get high grades in high school and is eccentric and difficult to control.,No.,"Hey, wait a minute.",She did not.,She is not.
508,29,1,True,coord,Kathryn,Benjamin,The psychologist is eccentric and difficult to control and used to get high grades in high school.,No.,"Hey, wait a minute.",She is not.,She did not.
509,29,2,False,coord,Kathryn,Benjamin,The psychologist used to get high grades in high school and is eccentric and difficult to control.,No.,Hang on a minute.,She did not.,She is not.
510,29,2,True,coord,Kathryn,Benjamin,The psychologist is eccentric and difficult to control and used to get high grades in high school.,No.,Hang on a minute.,She is not.,She did not.
511,29,3,False,coord,Kathryn,Benjamin,The psychologist used to get high grades in high school and is eccentric and difficult to control.,That's not true.,Wait no.,She did not.,She is not.
512,29,3,True,coord,Kathryn,Benjamin,The psychologist is eccentric and difficult to control and used to get high grades in high school.,That's not true.,Wait no.,She is not.,She did not.
513,29,4,False,coord,Kathryn,Benjamin,The psychologist used to get high grades in high school and is eccentric and difficult to control.,That's not true.,"Hey, wait a minute.",She did not.,She is not.
514,29,4,True,coord,Kathryn,Benjamin,The psychologist is eccentric and difficult to control and used to get high grades in high school.,That's not true.,"Hey, wait a minute.",She is not.,She did not.
515,29,5,False,coord,Kathryn,Benjamin,The psychologist used to get high grades in high school and is eccentric and difficult to control.,That's not true.,Hang on a minute.,She did not.,She is not.
516,29,5,True,coord,Kathryn,Benjamin,The psychologist is eccentric and difficult to control and used to get high grades in high school.,That's not true.,Hang on a minute.,She is not.,She did not.
517,29,6,False,coord,Kathryn,Benjamin,The psychologist used to get high grades in high school and is eccentric and difficult to control.,Nope.,Wait no.,She did not.,She is not.
518,29,6,True,coord,Kathryn,Benjamin,The psychologist is eccentric and difficult to control and used to get high grades in high school.,Nope.,Wait no.,She is not.,She did not.
519,29,7,False,coord,Kathryn,Benjamin,The psychologist used to get high grades in high school and is eccentric and difficult to control.,Nope.,"Hey, wait a minute.",She did not.,She is not.
520,29,7,True,coord,Kathryn,Benjamin,The psychologist is eccentric and difficult to control and used to get high grades in high school.,Nope.,"Hey, wait a minute.",She is not.,She did not.
521,29,8,False,coord,Kathryn,Benjamin,The psychologist used to get high grades in high school and is eccentric and difficult to control.,Nope.,Hang on a minute.,She did not.,She is not.
522,29,8,True,coord,Kathryn,Benjamin,The psychologist is eccentric and difficult to control and used to get high grades in high school.,Nope.,Hang on a minute.,She is not.,She did not.
523,30,0,False,coord,Allison,Lindsay,The programmer used to drink three cups of coffee every day and is about to fall asleep.,No.,Wait no.,She did not.,She is not.
524,30,0,True,coord,Allison,Lindsay,The programmer is about to fall asleep and used to drink three cups of coffee every day.,No.,Wait no.,She is not.,She did not.
525,30,1,False,coord,Allison,Lindsay,The programmer used to drink three cups of coffee every day and is about to fall asleep.,No.,"Hey, wait a minute.",She did not.,She is not.
526,30,1,True,coord,Allison,Lindsay,The programmer is about to fall asleep and used to drink three cups of coffee every day.,No.,"Hey, wait a minute.",She is not.,She did not.
527,30,2,False,coord,Allison,Lindsay,The programmer used to drink three cups of coffee every day and is about to fall asleep.,No.,Hang on a minute.,She did not.,She is not.
528,30,2,True,coord,Allison,Lindsay,The programmer is about to fall asleep and used to drink three cups of coffee every day.,No.,Hang on a minute.,She is not.,She did not.
529,30,3,False,coord,Allison,Lindsay,The programmer used to drink three cups of coffee every day and is about to fall asleep.,That's not true.,Wait no.,She did not.,She is not.
530,30,3,True,coord,Allison,Lindsay,The programmer is about to fall asleep and used to drink three cups of coffee every day.,That's not true.,Wait no.,She is not.,She did not.
531,30,4,False,coord,Allison,Lindsay,The programmer used to drink three cups of coffee every day and is about to fall asleep.,That's not true.,"Hey, wait a minute.",She did not.,She is not.
532,30,4,True,coord,Allison,Lindsay,The programmer is about to fall asleep and used to drink three cups of coffee every day.,That's not true.,"Hey, wait a minute.",She is not.,She did not.
533,30,5,False,coord,Allison,Lindsay,The programmer used to drink three cups of coffee every day and is about to fall asleep.,That's not true.,Hang on a minute.,She did not.,She is not.
534,30,5,True,coord,Allison,Lindsay,The programmer is about to fall asleep and used to drink three cups of coffee every day.,That's not true.,Hang on a minute.,She is not.,She did not.
535,30,6,False,coord,Allison,Lindsay,The programmer used to drink three cups of coffee every day and is about to fall asleep.,Nope.,Wait no.,She did not.,She is not.
536,30,6,True,coord,Allison,Lindsay,The programmer is about to fall asleep and used to drink three cups of coffee every day.,Nope.,Wait no.,She is not.,She did not.
537,30,7,False,coord,Allison,Lindsay,The programmer used to drink three cups of coffee every day and is about to fall asleep.,Nope.,"Hey, wait a minute.",She did not.,She is not.
538,30,7,True,coord,Allison,Lindsay,The programmer is about to fall asleep and used to drink three cups of coffee every day.,Nope.,"Hey, wait a minute.",She is not.,She did not.
539,30,8,False,coord,Allison,Lindsay,The programmer used to drink three cups of coffee every day and is about to fall asleep.,Nope.,Hang on a minute.,She did not.,She is not.
540,30,8,True,coord,Allison,Lindsay,The programmer is about to fall asleep and used to drink three cups of coffee every day.,Nope.,Hang on a minute.,She is not.,She did not.
541,31,0,False,coord,Lucas,Arianna,The swimmer forgot to lock the door and was on a diet.,No.,Wait no.,She did not.,She was not.
542,31,0,True,coord,Lucas,Arianna,The swimmer was on a diet and forgot to lock the door.,No.,Wait no.,She was not.,She did not.
543,31,1,False,coord,Lucas,Arianna,The swimmer forgot to lock the door and was on a diet.,No.,"Hey, wait a minute.",She did not.,She was not.
544,31,1,True,coord,Lucas,Arianna,The swimmer was on a diet and forgot to lock the door.,No.,"Hey, wait a minute.",She was not.,She did not.
545,31,2,False,coord,Lucas,Arianna,The swimmer forgot to lock the door and was on a diet.,No.,Hang on a minute.,She did not.,She was not.
546,31,2,True,coord,Lucas,Arianna,The swimmer was on a diet and forgot to lock the door.,No.,Hang on a minute.,She was not.,She did not.
547,31,3,False,coord,Lucas,Arianna,The swimmer forgot to lock the door and was on a diet.,That's not true.,Wait no.,She did not.,She was not.
548,31,3,True,coord,Lucas,Arianna,The swimmer was on a diet and forgot to lock the door.,That's not true.,Wait no.,She was not.,She did not.
549,31,4,False,coord,Lucas,Arianna,The swimmer forgot to lock the door and was on a diet.,That's not true.,"Hey, wait a minute.",She did not.,She was not.
550,31,4,True,coord,Lucas,Arianna,The swimmer was on a diet and forgot to lock the door.,That's not true.,"Hey, wait a minute.",She was not.,She did not.
551,31,5,False,coord,Lucas,Arianna,The swimmer forgot to lock the door and was on a diet.,That's not true.,Hang on a minute.,She did not.,She was not.
552,31,5,True,coord,Lucas,Arianna,The swimmer was on a diet and forgot to lock the door.,That's not true.,Hang on a minute.,She was not.,She did not.
553,31,6,False,coord,Lucas,Arianna,The swimmer forgot to lock the door and was on a diet.,Nope.,Wait no.,She did not.,She was not.
554,31,6,True,coord,Lucas,Arianna,The swimmer was on a diet and forgot to lock the door.,Nope.,Wait no.,She was not.,She did not.
555,31,7,False,coord,Lucas,Arianna,The swimmer forgot to lock the door and was on a diet.,Nope.,"Hey, wait a minute.",She did not.,She was not.
556,31,7,True,coord,Lucas,Arianna,The swimmer was on a diet and forgot to lock the door.,Nope.,"Hey, wait a minute.",She was not.,She did not.
557,31,8,False,coord,Lucas,Arianna,The swimmer forgot to lock the door and was on a diet.,Nope.,Hang on a minute.,She did not.,She was not.
558,31,8,True,coord,Lucas,Arianna,The swimmer was on a diet and forgot to lock the door.,Nope.,Hang on a minute.,She was not.,She did not.
559,32,0,False,coord,Cole,Shelby,The optician had a flat tire and was talking to the tall nurse.,No.,Wait no.,She did not.,She was not.
560,32,0,True,coord,Cole,Shelby,The optician was talking to the tall nurse and had a flat tire.,No.,Wait no.,She was not.,She did not.
561,32,1,False,coord,Cole,Shelby,The optician had a flat tire and was talking to the tall nurse.,No.,"Hey, wait a minute.",She did not.,She was not.
562,32,1,True,coord,Cole,Shelby,The optician was talking to the tall nurse and had a flat tire.,No.,"Hey, wait a minute.",She was not.,She did not.
563,32,2,False,coord,Cole,Shelby,The optician had a flat tire and was talking to the tall nurse.,No.,Hang on a minute.,She did not.,She was not.
564,32,2,True,coord,Cole,Shelby,The optician was talking to the tall nurse and had a flat tire.,No.,Hang on a minute.,She was not.,She did not.
565,32,3,False,coord,Cole,Shelby,The optician had a flat tire and was talking to the tall nurse.,That's not true.,Wait no.,She did not.,She was not.
566,32,3,True,coord,Cole,Shelby,The optician was talking to the tall nurse and had a flat tire.,That's not true.,Wait no.,She was not.,She did not.
567,32,4,False,coord,Cole,Shelby,The optician had a flat tire and was talking to the tall nurse.,That's not true.,"Hey, wait a minute.",She did not.,She was not.
568,32,4,True,coord,Cole,Shelby,The optician was talking to the tall nurse and had a flat tire.,That's not true.,"Hey, wait a minute.",She was not.,She did not.
569,32,5,False,coord,Cole,Shelby,The optician had a flat tire and was talking to the tall nurse.,That's not true.,Hang on a minute.,She did not.,She was not.
