idx,item,sentence,prefix,stimulus,type
184,92,"Jaden said, ""The therapist, who has two sisters, would wear a yellow hat on sunny days."" Harrison replied, ""Wait no, she would not.""","Jaden said, ""The therapist, who has two sisters, would wear a yellow hat on sunny days."" Harrison replied, ""Wait no,","she would not.""",neg_main_bad
184,92,"Jaden said, ""The therapist, who has two sisters, would wear a yellow hat on sunny days."" Harrison replied, ""Wait no, she does not.""","Jaden said, ""The therapist, who has two sisters, would wear a yellow hat on sunny days."" Harrison replied, ""Wait no,","she does not.""",neg_arc_good
184,92,"Jaden said, ""The therapist, who has two sisters, would wear a yellow hat on sunny days."" Harrison replied, ""No, she does not.""","Jaden said, ""The therapist, who has two sisters, would wear a yellow hat on sunny days."" Harrison replied, ""No,","she does not.""",neg_arc_bad
185,92,"Jaden said, ""The therapist, who would wear a yellow hat on sunny days, has two sisters."" Harrison replied, ""No, she does not.""","Jaden said, ""The therapist, who would wear a yellow hat on sunny days, has two sisters."" Harrison replied, ""No,","she does not.""",neg_main_good
185,92,"Jaden said, ""The therapist, who would wear a yellow hat on sunny days, has two sisters."" Harrison replied, ""Wait no, she does not.""","Jaden said, ""The therapist, who would wear a yellow hat on sunny days, has two sisters."" Harrison replied, ""Wait no,","she does not.""",neg_main_bad
185,92,"Jaden said, ""The therapist, who would wear a yellow hat on sunny days, has two sisters."" Harrison replied, ""Wait no, she would not.""","Jaden said, ""The therapist, who would wear a yellow hat on sunny days, has two sisters."" Harrison replied, ""Wait no,","she would not.""",neg_arc_good
185,92,"Jaden said, ""The therapist, who would wear a yellow hat on sunny days, has two sisters."" Harrison replied, ""No, she would not.""","Jaden said, ""The therapist, who would wear a yellow hat on sunny days, has two sisters."" Harrison replied, ""No,","she would not.""",neg_arc_bad
186,93,"Ethan said, ""The actress, who has a neat handwriting, would wear a yellow hat on sunny days."" Gregory replied, ""No, she would not.""","Ethan said, ""The actress, who has a neat handwriting, would wear a yellow hat on sunny days."" Gregory replied, ""No,","she would not.""",neg_main_good
186,93,"Ethan said, ""The actress, who has a neat handwriting, would wear a yellow hat on sunny days."" Gregory replied, ""Wait no, she would not.""","Ethan said, ""The actress, who has a neat handwriting, would wear a yellow hat on sunny days."" Gregory replied, ""Wait no,","she would not.""",neg_main_bad
186,93,"Ethan said, ""The actress, who has a neat handwriting, would wear a yellow hat on sunny days."" Gregory replied, ""Wait no, she does not.""","Ethan said, ""The actress, who has a neat handwriting, would wear a yellow hat on sunny days."" Gregory replied, ""Wait no,","she does not.""",neg_arc_good
186,93,"Ethan said, ""The actress, who has a neat handwriting, would wear a yellow hat on sunny days."" Gregory replied, ""No, she does not.""","Ethan said, ""The actress, who has a neat handwriting, would wear a yellow hat on sunny days."" Gregory replied, ""No,","she does not.""",neg_arc_bad
187,93,"Ethan said, ""The actress, who would wear a yellow hat on sunny days, has a neat handwriting."" Gregory replied, ""No, she does not.""","Ethan said, ""The actress, who would wear a yellow hat on sunny days, has a neat handwriting."" Gregory replied, ""No,","she does not.""",neg_main_good
187,93,"Ethan said, ""The actress, who would wear a yellow hat on sunny days, has a neat handwriting."" Gregory replied, ""Wait no, she does not.""","Ethan said, ""The actress, who would wear a yellow hat on sunny days, has a neat handwriting."" Gregory replied, ""Wait no,","she does not.""",neg_main_bad
187,93,"Ethan said, ""The actress, who would wear a yellow hat on sunny days, has a neat handwriting."" Gregory replied, ""Wait no, she would not.""","Ethan said, ""The actress, who would wear a yellow hat on sunny days, has a neat handwriting."" Gregory replied, ""Wait no,","she would not.""",neg_arc_good
187,93,"Ethan said, ""The actress, who would wear a yellow hat on sunny days, has a neat handwriting."" Gregory replied, ""No, she would not.""","Ethan said, ""The actress, who would wear a yellow hat on sunny days, has a neat handwriting."" Gregory replied, ""No,","she would not.""",neg_arc_bad
188,94,"Travis said, ""The colleague, who usually drives three hours a day, would stay out late on the weekends."" Bethany replied, ""No, she would not.""","Travis said, ""The colleague, who usually drives three hours a day, would stay out late on the weekends."" Bethany replied, ""No,","she would not.""",neg_main_good
188,94,"Travis said, ""The colleague, who usually drives three hours a day, would stay out late on the weekends."" Bethany replied, ""Wait no, she would not.""","Travis said, ""The colleague, who usually drives three hours a day, would stay out late on the weekends."" Bethany replied, ""Wait no,","she would not.""",neg_main_bad
188,94,"Travis said, ""The colleague, who usually drives three hours a day, would stay out late on the weekends."" Bethany replied, ""Wait no, she does not.""","Travis said, ""The colleague, who usually drives three hours a day, would stay out late on the weekends."" Bethany replied, ""Wait no,","she does not.""",neg_arc_good
188,94,"Travis said, ""The colleague, who usually drives three hours a day, would stay out late on the weekends."" Bethany replied, ""No, she does not.""","Travis said, ""The colleague, who usually drives three hours a day, would stay out late on the weekends."" Bethany replied, ""No,","she does not.""",neg_arc_bad
189,94,"Travis said, ""The colleague, who would stay out late on the weekends, usually drives three hours a day."" Bethany replied, ""No, she does not.""","Travis said, ""The colleague, who would stay out late on the weekends, usually drives three hours a day."" Bethany replied, ""No,","she does not.""",neg_main_good
189,94,"Travis said, ""The colleague, who would stay out late on the weekends, usually drives three hours a day."" Bethany replied, ""Wait no, she does not.""","Travis said, ""The colleague, who would stay out late on the weekends, usually drives three hours a day."" Bethany replied, ""Wait no,","she does not.""",neg_main_bad
189,94,"Travis said, ""The colleague, who would stay out late on the weekends, usually drives three hours a day."" Bethany replied, ""Wait no, she would not.""","Travis said, ""The colleague, who would stay out late on the weekends, usually drives three hours a day."" Bethany replied, ""Wait no,","she would not.""",neg_arc_good
189,94,"Travis said, ""The colleague, who would stay out late on the weekends, usually drives three hours a day."" Bethany replied, ""No, she would not.""","Travis said, ""The colleague, who would stay out late on the weekends, usually drives three hours a day."" Bethany replied, ""No,","she would not.""",neg_arc_bad
190,95,"Nicolas said, ""The researcher, who loves reading Russian books, would eat bananas at night."" Blake replied, ""No, he would not.""","Nicolas said, ""The researcher, who loves reading Russian books, would eat bananas at night."" Blake replied, ""No,","he would not.""",neg_main_good
190,95,"Nicolas said, ""The researcher, who loves reading Russian books, would eat bananas at night."" Blake replied, ""Wait no, he would not.""","Nicolas said, ""The researcher, who loves reading Russian books, would eat bananas at night."" Blake replied, ""Wait no,","he would not.""",neg_main_bad
190,95,"Nicolas said, ""The researcher, who loves reading Russian books, would eat bananas at night."" Blake replied, ""Wait no, he does not.""","Nicolas said, ""The researcher, who loves reading Russian books, would eat bananas at night."" Blake replied, ""Wait no,","he does not.""",neg_arc_good
190,95,"Nicolas said, ""The researcher, who loves reading Russian books, would eat bananas at night."" Blake replied, ""No, he does not.""","Nicolas said, ""The researcher, who loves reading Russian books, would eat bananas at night."" Blake replied, ""No,","he does not.""",neg_arc_bad
191,95,"Nicolas said, ""The researcher, who would eat bananas at night, loves reading Russian books."" Blake replied, ""No, he does not.""","Nicolas said, ""The researcher, who would eat bananas at night, loves reading Russian books."" Blake replied, ""No,","he does not.""",neg_main_good
191,95,"Nicolas said, ""The researcher, who would eat bananas at night, loves reading Russian books."" Blake replied, ""Wait no, he does not.""","Nicolas said, ""The researcher, who would eat bananas at night, loves reading Russian books."" Blake replied, ""Wait no,","he does not.""",neg_main_bad
191,95,"Nicolas said, ""The researcher, who would eat bananas at night, loves reading Russian books."" Blake replied, ""Wait no, he would not.""","Nicolas said, ""The researcher, who would eat bananas at night, loves reading Russian books."" Blake replied, ""Wait no,","he would not.""",neg_arc_good
191,95,"Nicolas said, ""The researcher, who would eat bananas at night, loves reading Russian books."" Blake replied, ""No, he would not.""","Nicolas said, ""The researcher, who would eat bananas at night, loves reading Russian books."" Blake replied, ""No,","he would not.""",neg_arc_bad
192,96,"Courtney said, ""The musician, who never forgets to greet people with with a big smile, would buy lottery tickets on the weekends."" Lindsey replied, ""No, he would not.""","Courtney said, ""The musician, who never forgets to greet people with with a big smile, would buy lottery tickets on the weekends."" Lindsey replied, ""No,","he would not.""",neg_main_good
192,96,"Courtney said, ""The musician, who never forgets to greet people with with a big smile, would buy lottery tickets on the weekends."" Lindsey replied, ""Wait no, he would not.""","Courtney said, ""The musician, who never forgets to greet people with with a big smile, would buy lottery tickets on the weekends."" Lindsey replied, ""Wait no,","he would not.""",neg_main_bad
192,96,"Courtney said, ""The musician, who never forgets to greet people with with a big smile, would buy lottery tickets on the weekends."" Lindsey replied, ""Wait no, he does not.""","Courtney said, ""The musician, who never forgets to greet people with with a big smile, would buy lottery tickets on the weekends."" Lindsey replied, ""Wait no,","he does not.""",neg_arc_good
192,96,"Courtney said, ""The musician, who never forgets to greet people with with a big smile, would buy lottery tickets on the weekends."" Lindsey replied, ""No, he does not.""","Courtney said, ""The musician, who never forgets to greet people with with a big smile, would buy lottery tickets on the weekends."" Lindsey replied, ""No,","he does not.""",neg_arc_bad
193,96,"Courtney said, ""The musician, who would buy lottery tickets on the weekends, never forgets to greet people with with a big smile."" Lindsey replied, ""No, he does not.""","Courtney said, ""The musician, who would buy lottery tickets on the weekends, never forgets to greet people with with a big smile."" Lindsey replied, ""No,","he does not.""",neg_main_good
193,96,"Courtney said, ""The musician, who would buy lottery tickets on the weekends, never forgets to greet people with with a big smile."" Lindsey replied, ""Wait no, he does not.""","Courtney said, ""The musician, who would buy lottery tickets on the weekends, never forgets to greet people with with a big smile."" Lindsey replied, ""Wait no,","he does not.""",neg_main_bad
193,96,"Courtney said, ""The musician, who would buy lottery tickets on the weekends, never forgets to greet people with with a big smile."" Lindsey replied, ""Wait no, he would not.""","Courtney said, ""The musician, who would buy lottery tickets on the weekends, never forgets to greet people with with a big smile."" Lindsey replied, ""Wait no,","he would not.""",neg_arc_good
193,96,"Courtney said, ""The musician, who would buy lottery tickets on the weekends, never forgets to greet people with with a big smile."" Lindsey replied, ""No, he would not.""","Courtney said, ""The musician, who would buy lottery tickets on the weekends, never forgets to greet people with with a big smile."" Lindsey replied, ""No,","he would not.""",neg_arc_bad
194,97,"Steven said, ""The overseer, who hates horror movies, would swim in the Lake on Monday mornings."" Max replied, ""No, she would not.""","Steven said, ""The overseer, who hates horror movies, would swim in the Lake on Monday mornings."" Max replied, ""No,","she would not.""",neg_main_good
194,97,"Steven said, ""The overseer, who hates horror movies, would swim in the Lake on Monday mornings."" Max replied, ""Wait no, she would not.""","Steven said, ""The overseer, who hates horror movies, would swim in the Lake on Monday mornings."" Max replied, ""Wait no,","she would not.""",neg_main_bad
194,97,"Steven said, ""The overseer, who hates horror movies, would swim in the Lake on Monday mornings."" Max replied, ""Wait no, she does not.""","Steven said, ""The overseer, who hates horror movies, would swim in the Lake on Monday mornings."" Max replied, ""Wait no,","she does not.""",neg_arc_good
194,97,"Steven said, ""The overseer, who hates horror movies, would swim in the Lake on Monday mornings."" Max replied, ""No, she does not.""","Steven said, ""The overseer, who hates horror movies, would swim in the Lake on Monday mornings."" Max replied, ""No,","she does not.""",neg_arc_bad
195,97,"Steven said, ""The overseer, who would swim in the Lake on Monday mornings, hates horror movies."" Max replied, ""No, she does not.""","Steven said, ""The overseer, who would swim in the Lake on Monday mornings, hates horror movies."" Max replied, ""No,","she does not.""",neg_main_good
195,97,"Steven said, ""The overseer, who would swim in the Lake on Monday mornings, hates horror movies."" Max replied, ""Wait no, she does not.""","Steven said, ""The overseer, who would swim in the Lake on Monday mornings, hates horror movies."" Max replied, ""Wait no,","she does not.""",neg_main_bad
195,97,"Steven said, ""The overseer, who would swim in the Lake on Monday mornings, hates horror movies."" Max replied, ""Wait no, she would not.""","Steven said, ""The overseer, who would swim in the Lake on Monday mornings, hates horror movies."" Max replied, ""Wait no,","she would not.""",neg_arc_good
195,97,"Steven said, ""The overseer, who would swim in the Lake on Monday mornings, hates horror movies."" Max replied, ""No, she would not.""","Steven said, ""The overseer, who would swim in the Lake on Monday mornings, hates horror movies."" Max replied, ""No,","she would not.""",neg_arc_bad
196,98,"Erik said, ""The reporter, who finds humor in the worst situations, would make pasta for dinner."" Cole replied, ""No, she would not.""","Erik said, ""The reporter, who finds humor in the worst situations, would make pasta for dinner."" Cole replied, ""No,","she would not.""",neg_main_good
196,98,"Erik said, ""The reporter, who finds humor in the worst situations, would make pasta for dinner."" Cole replied, ""Wait no, she would not.""","Erik said, ""The reporter, who finds humor in the worst situations, would make pasta for dinner."" Cole replied, ""Wait no,","she would not.""",neg_main_bad
196,98,"Erik said, ""The reporter, who finds humor in the worst situations, would make pasta for dinner."" Cole replied, ""Wait no, she does not.""","Erik said, ""The reporter, who finds humor in the worst situations, would make pasta for dinner."" Cole replied, ""Wait no,","she does not.""",neg_arc_good
196,98,"Erik said, ""The reporter, who finds humor in the worst situations, would make pasta for dinner."" Cole replied, ""No, she does not.""","Erik said, ""The reporter, who finds humor in the worst situations, would make pasta for dinner."" Cole replied, ""No,","she does not.""",neg_arc_bad
197,98,"Erik said, ""The reporter, who would make pasta for dinner, finds humor in the worst situations."" Cole replied, ""No, she does not.""","Erik said, ""The reporter, who would make pasta for dinner, finds humor in the worst situations."" Cole replied, ""No,","she does not.""",neg_main_good
197,98,"Erik said, ""The reporter, who would make pasta for dinner, finds humor in the worst situations."" Cole replied, ""Wait no, she does not.""","Erik said, ""The reporter, who would make pasta for dinner, finds humor in the worst situations."" Cole replied, ""Wait no,","she does not.""",neg_main_bad
197,98,"Erik said, ""The reporter, who would make pasta for dinner, finds humor in the worst situations."" Cole replied, ""Wait no, she would not.""","Erik said, ""The reporter, who would make pasta for dinner, finds humor in the worst situations."" Cole replied, ""Wait no,","she would not.""",neg_arc_good
197,98,"Erik said, ""The reporter, who would make pasta for dinner, finds humor in the worst situations."" Cole replied, ""No, she would not.""","Erik said, ""The reporter, who would make pasta for dinner, finds humor in the worst situations."" Cole replied, ""No,","she would not.""",neg_arc_bad
198,99,"Jaden said, ""The make-up artist, who occasionally writes a blog about historical figures, would drive to the nearest library when the weather is bad."" Adam replied, ""No, he would not.""","Jaden said, ""The make-up artist, who occasionally writes a blog about historical figures, would drive to the nearest library when the weather is bad."" Adam replied, ""No,","he would not.""",neg_main_good
198,99,"Jaden said, ""The make-up artist, who occasionally writes a blog about historical figures, would drive to the nearest library when the weather is bad."" Adam replied, ""Wait no, he would not.""","Jaden said, ""The make-up artist, who occasionally writes a blog about historical figures, would drive to the nearest library when the weather is bad."" Adam replied, ""Wait no,","he would not.""",neg_main_bad
198,99,"Jaden said, ""The make-up artist, who occasionally writes a blog about historical figures, would drive to the nearest library when the weather is bad."" Adam replied, ""Wait no, he does not.""","Jaden said, ""The make-up artist, who occasionally writes a blog about historical figures, would drive to the nearest library when the weather is bad."" Adam replied, ""Wait no,","he does not.""",neg_arc_good
198,99,"Jaden said, ""The make-up artist, who occasionally writes a blog about historical figures, would drive to the nearest library when the weather is bad."" Adam replied, ""No, he does not.""","Jaden said, ""The make-up artist, who occasionally writes a blog about historical figures, would drive to the nearest library when the weather is bad."" Adam replied, ""No,","he does not.""",neg_arc_bad
199,99,"Jaden said, ""The make-up artist, who would drive to the nearest library when the weather is bad, occasionally writes a blog about historical figures."" Adam replied, ""No, he does not.""","Jaden said, ""The make-up artist, who would drive to the nearest library when the weather is bad, occasionally writes a blog about historical figures."" Adam replied, ""No,","he does not.""",neg_main_good
199,99,"Jaden said, ""The make-up artist, who would drive to the nearest library when the weather is bad, occasionally writes a blog about historical figures."" Adam replied, ""Wait no, he does not.""","Jaden said, ""The make-up artist, who would drive to the nearest library when the weather is bad, occasionally writes a blog about historical figures."" Adam replied, ""Wait no,","he does not.""",neg_main_bad
199,99,"Jaden said, ""The make-up artist, who would drive to the nearest library when the weather is bad, occasionally writes a blog about historical figures."" Adam replied, ""Wait no, he would not.""","Jaden said, ""The make-up artist, who would drive to the nearest library when the weather is bad, occasionally writes a blog about historical figures."" Adam replied, ""Wait no,","he would not.""",neg_arc_good
199,99,"Jaden said, ""The make-up artist, who would drive to the nearest library when the weather is bad, occasionally writes a blog about historical figures."" Adam replied, ""No, he would not.""","Jaden said, ""The make-up artist, who would drive to the nearest library when the weather is bad, occasionally writes a blog about historical figures."" Adam replied, ""No,","he would not.""",neg_arc_bad
200,100,"Logan said, ""The technician, who has been keeping a diary for 15 years, brought a new plant home."" Mariah replied, ""No, she did not.""","Logan said, ""The technician, who has been keeping a diary for 15 years, brought a new plant home."" Mariah replied, ""No,","she did not.""",neg_main_good
200,100,"Logan said, ""The technician, who has been keeping a diary for 15 years, brought a new plant home."" Mariah replied, ""Wait no, she did not.""","Logan said, ""The technician, who has been keeping a diary for 15 years, brought a new plant home."" Mariah replied, ""Wait no,","she did not.""",neg_main_bad
200,100,"Logan said, ""The technician, who has been keeping a diary for 15 years, brought a new plant home."" Mariah replied, ""Wait no, she has not.""","Logan said, ""The technician, who has been keeping a diary for 15 years, brought a new plant home."" Mariah replied, ""Wait no,","she has not.""",neg_arc_good
200,100,"Logan said, ""The technician, who has been keeping a diary for 15 years, brought a new plant home."" Mariah replied, ""No, she has not.""","Logan said, ""The technician, who has been keeping a diary for 15 years, brought a new plant home."" Mariah replied, ""No,","she has not.""",neg_arc_bad
201,100,"Logan said, ""The technician, who brought a new plant home, has been keeping a diary for 15 years."" Mariah replied, ""No, she has not.""","Logan said, ""The technician, who brought a new plant home, has been keeping a diary for 15 years."" Mariah replied, ""No,","she has not.""",neg_main_good
201,100,"Logan said, ""The technician, who brought a new plant home, has been keeping a diary for 15 years."" Mariah replied, ""Wait no, she has not.""","Logan said, ""The technician, who brought a new plant home, has been keeping a diary for 15 years."" Mariah replied, ""Wait no,","she has not.""",neg_main_bad
201,100,"Logan said, ""The technician, who brought a new plant home, has been keeping a diary for 15 years."" Mariah replied, ""Wait no, she did not.""","Logan said, ""The technician, who brought a new plant home, has been keeping a diary for 15 years."" Mariah replied, ""Wait no,","she did not.""",neg_arc_good
201,100,"Logan said, ""The technician, who brought a new plant home, has been keeping a diary for 15 years."" Mariah replied, ""No, she did not.""","Logan said, ""The technician, who brought a new plant home, has been keeping a diary for 15 years."" Mariah replied, ""No,","she did not.""",neg_arc_bad
202,101,"Emmanuel said, ""The hairdresser, who has lost a child, used to go to school in Japan."" Alan replied, ""No, he did not.""","Emmanuel said, ""The hairdresser, who has lost a child, used to go to school in Japan."" Alan replied, ""No,","he did not.""",neg_main_good
202,101,"Emmanuel said, ""The hairdresser, who has lost a child, used to go to school in Japan."" Alan replied, ""Wait no, he did not.""","Emmanuel said, ""The hairdresser, who has lost a child, used to go to school in Japan."" Alan replied, ""Wait no,","he did not.""",neg_main_bad
202,101,"Emmanuel said, ""The hairdresser, who has lost a child, used to go to school in Japan."" Alan replied, ""Wait no, he has not.""","Emmanuel said, ""The hairdresser, who has lost a child, used to go to school in Japan."" Alan replied, ""Wait no,","he has not.""",neg_arc_good
202,101,"Emmanuel said, ""The hairdresser, who has lost a child, used to go to school in Japan."" Alan replied, ""No, he has not.""","Emmanuel said, ""The hairdresser, who has lost a child, used to go to school in Japan."" Alan replied, ""No,","he has not.""",neg_arc_bad
203,101,"Emmanuel said, ""The hairdresser, who used to go to school in Japan, has lost a child."" Alan replied, ""No, he has not.""","Emmanuel said, ""The hairdresser, who used to go to school in Japan, has lost a child."" Alan replied, ""No,","he has not.""",neg_main_good
203,101,"Emmanuel said, ""The hairdresser, who used to go to school in Japan, has lost a child."" Alan replied, ""Wait no, he has not.""","Emmanuel said, ""The hairdresser, who used to go to school in Japan, has lost a child."" Alan replied, ""Wait no,","he has not.""",neg_main_bad
203,101,"Emmanuel said, ""The hairdresser, who used to go to school in Japan, has lost a child."" Alan replied, ""Wait no, he did not.""","Emmanuel said, ""The hairdresser, who used to go to school in Japan, has lost a child."" Alan replied, ""Wait no,","he did not.""",neg_arc_good
203,101,"Emmanuel said, ""The hairdresser, who used to go to school in Japan, has lost a child."" Alan replied, ""No, he did not.""","Emmanuel said, ""The hairdresser, who used to go to school in Japan, has lost a child."" Alan replied, ""No,","he did not.""",neg_arc_bad
204,102,"Naomi said, ""The director, who has been neighbors with the mayor, attended a free yoga lesson."" Maya replied, ""No, she did not.""","Naomi said, ""The director, who has been neighbors with the mayor, attended a free yoga lesson."" Maya replied, ""No,","she did not.""",neg_main_good
204,102,"Naomi said, ""The director, who has been neighbors with the mayor, attended a free yoga lesson."" Maya replied, ""Wait no, she did not.""","Naomi said, ""The director, who has been neighbors with the mayor, attended a free yoga lesson."" Maya replied, ""Wait no,","she did not.""",neg_main_bad
204,102,"Naomi said, ""The director, who has been neighbors with the mayor, attended a free yoga lesson."" Maya replied, ""Wait no, she has not.""","Naomi said, ""The director, who has been neighbors with the mayor, attended a free yoga lesson."" Maya replied, ""Wait no,","she has not.""",neg_arc_good
204,102,"Naomi said, ""The director, who has been neighbors with the mayor, attended a free yoga lesson."" Maya replied, ""No, she has not.""","Naomi said, ""The director, who has been neighbors with the mayor, attended a free yoga lesson."" Maya replied, ""No,","she has not.""",neg_arc_bad
205,102,"Naomi said, ""The director, who attended a free yoga lesson, has been neighbors with the mayor."" Maya replied, ""No, she has not.""","Naomi said, ""The director, who attended a free yoga lesson, has been neighbors with the mayor."" Maya replied, ""No,","she has not.""",neg_main_good
205,102,"Naomi said, ""The director, who attended a free yoga lesson, has been neighbors with the mayor."" Maya replied, ""Wait no, she has not.""","Naomi said, ""The director, who attended a free yoga lesson, has been neighbors with the mayor."" Maya replied, ""Wait no,","she has not.""",neg_main_bad
205,102,"Naomi said, ""The director, who attended a free yoga lesson, has been neighbors with the mayor."" Maya replied, ""Wait no, she did not.""","Naomi said, ""The director, who attended a free yoga lesson, has been neighbors with the mayor."" Maya replied, ""Wait no,","she did not.""",neg_arc_good
205,102,"Naomi said, ""The director, who attended a free yoga lesson, has been neighbors with the mayor."" Maya replied, ""No, she did not.""","Naomi said, ""The director, who attended a free yoga lesson, has been neighbors with the mayor."" Maya replied, ""No,","she did not.""",neg_arc_bad
206,103,"Alexandra said, ""The diver, who has just turned 40, had a car accident last night."" Cesar replied, ""No, she did not.""","Alexandra said, ""The diver, who has just turned 40, had a car accident last night."" Cesar replied, ""No,","she did not.""",neg_main_good
206,103,"Alexandra said, ""The diver, who has just turned 40, had a car accident last night."" Cesar replied, ""Wait no, she did not.""","Alexandra said, ""The diver, who has just turned 40, had a car accident last night."" Cesar replied, ""Wait no,","she did not.""",neg_main_bad
206,103,"Alexandra said, ""The diver, who has just turned 40, had a car accident last night."" Cesar replied, ""Wait no, she has not.""","Alexandra said, ""The diver, who has just turned 40, had a car accident last night."" Cesar replied, ""Wait no,","she has not.""",neg_arc_good
206,103,"Alexandra said, ""The diver, who has just turned 40, had a car accident last night."" Cesar replied, ""No, she has not.""","Alexandra said, ""The diver, who has just turned 40, had a car accident last night."" Cesar replied, ""No,","she has not.""",neg_arc_bad
207,103,"Alexandra said, ""The diver, who had a car accident last night, has just turned 40."" Cesar replied, ""No, she has not.""","Alexandra said, ""The diver, who had a car accident last night, has just turned 40."" Cesar replied, ""No,","she has not.""",neg_main_good
207,103,"Alexandra said, ""The diver, who had a car accident last night, has just turned 40."" Cesar replied, ""Wait no, she has not.""","Alexandra said, ""The diver, who had a car accident last night, has just turned 40."" Cesar replied, ""Wait no,","she has not.""",neg_main_bad
207,103,"Alexandra said, ""The diver, who had a car accident last night, has just turned 40."" Cesar replied, ""Wait no, she did not.""","Alexandra said, ""The diver, who had a car accident last night, has just turned 40."" Cesar replied, ""Wait no,","she did not.""",neg_arc_good
207,103,"Alexandra said, ""The diver, who had a car accident last night, has just turned 40."" Cesar replied, ""No, she did not.""","Alexandra said, ""The diver, who had a car accident last night, has just turned 40."" Cesar replied, ""No,","she did not.""",neg_arc_bad
208,104,"Brenda said, ""The soccer player, who has been a long time fan of Ariana Grande, used to visit the gourmet regularly."" Nathaniel replied, ""No, he did not.""","Brenda said, ""The soccer player, who has been a long time fan of Ariana Grande, used to visit the gourmet regularly."" Nathaniel replied, ""No,","he did not.""",neg_main_good
208,104,"Brenda said, ""The soccer player, who has been a long time fan of Ariana Grande, used to visit the gourmet regularly."" Nathaniel replied, ""Wait no, he did not.""","Brenda said, ""The soccer player, who has been a long time fan of Ariana Grande, used to visit the gourmet regularly."" Nathaniel replied, ""Wait no,","he did not.""",neg_main_bad
208,104,"Brenda said, ""The soccer player, who has been a long time fan of Ariana Grande, used to visit the gourmet regularly."" Nathaniel replied, ""Wait no, he has not.""","Brenda said, ""The soccer player, who has been a long time fan of Ariana Grande, used to visit the gourmet regularly."" Nathaniel replied, ""Wait no,","he has not.""",neg_arc_good
208,104,"Brenda said, ""The soccer player, who has been a long time fan of Ariana Grande, used to visit the gourmet regularly."" Nathaniel replied, ""No, he has not.""","Brenda said, ""The soccer player, who has been a long time fan of Ariana Grande, used to visit the gourmet regularly."" Nathaniel replied, ""No,","he has not.""",neg_arc_bad
209,104,"Brenda said, ""The soccer player, who used to visit the gourmet regularly, has been a long time fan of Ariana Grande."" Nathaniel replied, ""No, he has not.""","Brenda said, ""The soccer player, who used to visit the gourmet regularly, has been a long time fan of Ariana Grande."" Nathaniel replied, ""No,","he has not.""",neg_main_good
209,104,"Brenda said, ""The soccer player, who used to visit the gourmet regularly, has been a long time fan of Ariana Grande."" Nathaniel replied, ""Wait no, he has not.""","Brenda said, ""The soccer player, who used to visit the gourmet regularly, has been a long time fan of Ariana Grande."" Nathaniel replied, ""Wait no,","he has not.""",neg_main_bad
209,104,"Brenda said, ""The soccer player, who used to visit the gourmet regularly, has been a long time fan of Ariana Grande."" Nathaniel replied, ""Wait no, he did not.""","Brenda said, ""The soccer player, who used to visit the gourmet regularly, has been a long time fan of Ariana Grande."" Nathaniel replied, ""Wait no,","he did not.""",neg_arc_good
209,104,"Brenda said, ""The soccer player, who used to visit the gourmet regularly, has been a long time fan of Ariana Grande."" Nathaniel replied, ""No, he did not.""","Brenda said, ""The soccer player, who used to visit the gourmet regularly, has been a long time fan of Ariana Grande."" Nathaniel replied, ""No,","he did not.""",neg_arc_bad
210,105,"Taylor said, ""The anthropologist, who has been staying in Hawaii for two months, went out for a date."" Alex replied, ""No, he did not.""","Taylor said, ""The anthropologist, who has been staying in Hawaii for two months, went out for a date."" Alex replied, ""No,","he did not.""",neg_main_good
210,105,"Taylor said, ""The anthropologist, who has been staying in Hawaii for two months, went out for a date."" Alex replied, ""Wait no, he did not.""","Taylor said, ""The anthropologist, who has been staying in Hawaii for two months, went out for a date."" Alex replied, ""Wait no,","he did not.""",neg_main_bad
210,105,"Taylor said, ""The anthropologist, who has been staying in Hawaii for two months, went out for a date."" Alex replied, ""Wait no, he has not.""","Taylor said, ""The anthropologist, who has been staying in Hawaii for two months, went out for a date."" Alex replied, ""Wait no,","he has not.""",neg_arc_good
210,105,"Taylor said, ""The anthropologist, who has been staying in Hawaii for two months, went out for a date."" Alex replied, ""No, he has not.""","Taylor said, ""The anthropologist, who has been staying in Hawaii for two months, went out for a date."" Alex replied, ""No,","he has not.""",neg_arc_bad
211,105,"Taylor said, ""The anthropologist, who went out for a date, has been staying in Hawaii for two months."" Alex replied, ""No, he has not.""","Taylor said, ""The anthropologist, who went out for a date, has been staying in Hawaii for two months."" Alex replied, ""No,","he has not.""",neg_main_good
211,105,"Taylor said, ""The anthropologist, who went out for a date, has been staying in Hawaii for two months."" Alex replied, ""Wait no, he has not.""","Taylor said, ""The anthropologist, who went out for a date, has been staying in Hawaii for two months."" Alex replied, ""Wait no,","he has not.""",neg_main_bad
211,105,"Taylor said, ""The anthropologist, who went out for a date, has been staying in Hawaii for two months."" Alex replied, ""Wait no, he did not.""","Taylor said, ""The anthropologist, who went out for a date, has been staying in Hawaii for two months."" Alex replied, ""Wait no,","he did not.""",neg_arc_good
211,105,"Taylor said, ""The anthropologist, who went out for a date, has been staying in Hawaii for two months."" Alex replied, ""No, he did not.""","Taylor said, ""The anthropologist, who went out for a date, has been staying in Hawaii for two months."" Alex replied, ""No,","he did not.""",neg_arc_bad
